date,temp_c,temp_max_c,temp_min_c,humidity,pressure_hpa,wind_speed_mps,wind_gust_mps,rain_mm,heat_index,is_monsoon
2019-01-01,13.722553516154242,17.67882308490455,8.683638417981768,45.69675945674124,1009.4731065995016,5.060221927770117,7.998803942644567,0.0,18.292229461828367,0
2019-01-02,13.956094531904315,17.18996956432549,8.275835850044587,46.286003691710526,1014.5986634998973,4.273589589649589,6.042925556853694,4.053038130989629,18.584694901075366,0
2019-01-03,11.83171999926587,15.374554861978353,8.260061172216712,45.19466035001722,1015.3130382618247,1.8305861646967596,1.8968925405309462,0.0,16.35118603426759,0
2019-01-04,14.387254883410833,20.233655635799735,10.497317153168167,51.07040113523518,1010.3315009284584,3.5403019224507912,7.203592062586617,0.3218481904121493,19.49429499693435,0
2019-01-05,16.511110834258396,22.31098921199156,13.197550433177211,49.82716808916107,1013.4208708706171,0.09932194736517275,3.564295225503379,0.0,21.493827643174505,0
2019-01-06,9.274814924549784,12.949251196884227,5.361074930933677,54.23915847004341,1006.8855345760808,10.927947660485804,14.028833791880958,0.6512680205659824,14.698730771554125,0
2019-01-07,15.495720104662933,20.15622572395899,9.580385117043791,47.94828406618874,1021.4459646586333,6.09775835197804,9.323985075850018,0.320141284856037,20.290548511281806,0
2019-01-08,12.946797517571907,16.358901818840916,7.058228779295005,56.42561618499843,1021.6873454485404,7.981253946087553,13.042388172951338,0.0,18.58935913607175,0
2019-01-09,11.97708476472365,17.00111765025826,6.695925701070676,52.69672835778372,1017.2629131610842,7.184797803419189,9.086017351260573,0.3786602863830111,17.246757600502022,0
2019-01-10,10.970072588068614,14.525989976098046,6.4069277997197425,56.41157631059937,1011.3938114792821,4.6387622926883045,7.940285956689547,0.0,16.61123021912855,0
2019-01-11,14.248961826444072,17.398333095208883,8.906622430067337,46.01609563180827,1008.0584783953753,0.07727500027260431,4.156960755423882,0.0,18.8505713896249,0
2019-01-12,16.755627510678774,22.230317932305173,12.095166657037614,59.23033871974076,1018.074848914692,5.480145873278647,6.739059434850013,1.1574885609467431,22.67866138265285,0
2019-01-13,12.916976236811358,16.893177384982234,9.906450722797029,46.72042674062425,1014.1074686123036,5.8773828902995655,11.42629938058171,5.600815318459811,17.589018910873783,0
2019-01-14,15.135562818466207,18.4611300291465,10.63092159663536,47.22595763944552,1006.9885178728987,1.283240427212334,5.705975575855798,0.0,19.85815858241076,0
2019-01-15,13.891594432648287,19.393306285234964,9.094824094615129,48.13573238695152,1019.3506883159698,4.905401364138632,5.2251737650750725,1.373520919198718,18.70516767134344,0
2019-01-16,10.73900247888258,16.026194911521024,6.9417574063735685,47.711141485448024,1010.3149755071146,3.864992481870098,9.055632669497673,0.234909999400988,15.510116627427383,0
2019-01-17,13.78360312150429,18.834878472800195,10.173722428779307,62.28497612274337,1007.8175589756697,2.2036560919536936,7.78287696411442,2.3688447527104133,20.012100733778627,0
2019-01-18,12.932154145830514,18.665900275364102,9.11072686141356,54.260523276120246,1018.6799392546967,3.8621917441467493,8.624212033489279,0.9941178105293424,18.35820647344254,0
2019-01-19,12.356714315168796,16.824392575780703,7.485831066615199,54.30604000250633,1008.2684413520914,7.091554009881131,9.648901620043144,0.6153892079957248,17.78731831541943,0
2019-01-20,13.647989234318118,17.03215872707851,10.20979688951146,40.177996844134654,1013.7542979010124,1.689496010864998,7.65575740917171,0.0,17.665788918731582,0
2019-01-21,13.999747511740983,17.183786741426342,8.838762607752486,59.431447450123144,1020.6987302952753,1.6655347908946694,2.412150187360136,1.7421337533421686,19.942892256753296,0
2019-01-22,16.78015135338572,20.735474407264697,12.512126890500891,45.67421153034023,1020.0968225082228,3.809874508292941,7.029509556414393,0.08441885291366336,21.34757250641974,0
2019-01-23,14.94748692243309,18.20797941284534,10.887443344817113,51.86832016729203,1015.0498018123453,2.184967703554828,3.207312527990065,0.0,20.13431893916229,0
2019-01-24,12.226648706459358,16.833177027500614,6.804954831418299,48.037694494162025,1005.9641885199222,1.0699405429270288,3.7060333600043505,0.0,17.03041815587556,0
